GRE_Score,TOEFL_Score,University_Rating,SOP,LOR,CGPA,Research,IELTS,Internship,Work_Experience,Projects,Chance_of_Admit
336,85,2,3.5,1.2,7.39,1,8.7,3,1,7,0.51
301,104,5,4.6,4.7,6.66,1,6.5,3,2,7,0.53
268,80,1,1.8,1.9,6.03,0,6.4,3,5,7,0.08
266,104,2,1.3,2.5,6.32,1,8.1,1,1,1,0.22
327,81,2,3.5,3.1,9.04,0,8.2,2,3,3,0.49
278,111,2,2.6,4.9,6.13,1,7.0,4,3,1,0.32
290,92,3,1.7,3.1,7.6,0,8.4,0,5,2,0.35
294,112,5,1.5,2.8,9.94,0,6.1,2,0,6,0.75
316,111,2,3.2,3.3,9.18,0,6.8,2,3,6,0.66
320,103,3,2.2,4.9,9.0,1,6.9,4,4,5,0.67
290,106,1,5.0,4.3,7.1,0,6.6,1,3,2,0.35
312,83,1,2.6,1.7,8.57,0,6.3,0,4,1,0.37
291,103,3,1.8,4.2,7.99,1,6.7,0,1,2,0.43
325,102,1,3.5,4.4,8.5,1,5.6,0,5,6,0.69
318,108,4,2.0,3.8,7.74,0,8.0,2,1,1,0.52
269,113,1,3.0,3.6,8.12,1,7.9,4,4,4,0.45
261,100,4,2.9,2.8,9.95,0,7.1,4,0,4,0.46
325,109,3,2.8,3.6,7.32,1,6.6,1,3,6,0.65
319,105,4,4.2,4.0,6.87,0,7.0,4,4,1,0.42
276,99,1,1.9,1.5,7.79,1,8.8,4,3,4,0.38
275,95,2,4.6,2.0,8.1,0,7.6,0,2,5,0.44
275,82,4,4.2,1.8,6.34,1,8.1,1,0,6,0.19
305,116,1,2.3,4.4,9.22,1,6.3,4,1,1,0.62
298,119,2,1.7,3.7,7.69,1,5.8,4,4,3,0.59
290,104,3,2.1,2.8,7.65,1,5.8,4,2,7,0.5
260,102,3,2.3,4.3,8.64,1,7.2,4,5,4,0.36
270,80,5,3.2,3.9,9.09,1,8.0,0,4,6,0.43
263,112,3,1.2,4.7,9.94,0,8.2,2,5,7,0.6
330,94,5,4.7,1.3,6.69,0,8.0,1,4,6,0.49
285,96,3,1.4,3.0,7.38,0,8.7,2,5,5,0.33
309,113,3,2.1,3.8,6.67,0,5.7,0,4,1,0.47
271,96,3,1.4,1.8,9.52,0,8.5,2,4,7,0.46
340,120,5,2.0,2.3,8.19,0,7.8,4,1,3,0.72
334,83,5,4.4,2.7,9.41,0,6.1,1,1,7,0.67
324,92,4,3.5,4.2,9.94,1,7.9,4,1,5,0.78
306,83,1,1.9,3.0,8.2,0,7.3,1,0,7,0.43
312,86,1,4.5,3.0,6.47,1,6.8,2,5,4,0.3
330,88,1,4.2,2.7,7.45,1,6.4,4,1,6,0.51
261,102,3,4.0,1.9,6.14,1,7.1,0,3,1,0.19
283,112,1,4.4,4.7,9.4,0,6.3,4,1,4,0.62
263,112,5,3.5,2.3,6.07,1,5.8,3,4,3,0.29
278,99,4,3.0,3.3,8.37,1,8.5,0,4,1,0.49
285,83,2,2.5,1.6,6.42,1,7.6,1,3,5,0.25
334,80,4,1.9,2.7,6.03,0,6.8,3,2,4,0.35
299,113,1,3.2,4.6,7.02,0,7.1,4,4,6,0.5
309,106,1,4.6,5.0,8.21,1,8.5,4,4,2,0.56
302,100,5,3.4,2.4,6.3,1,6.6,4,1,7,0.49
334,103,4,4.7,1.6,8.46,1,6.8,4,1,5,0.75
326,94,5,2.4,2.3,8.69,1,8.2,3,4,4,0.67
271,114,5,3.8,2.3,9.88,0,6.2,0,3,2,0.57
326,104,2,3.6,3.6,9.6,1,7.8,3,4,6,0.78
286,88,5,3.7,3.0,8.27,1,7.0,0,1,3,0.36
313,96,5,3.6,4.1,9.17,1,7.3,2,5,1,0.61
325,100,2,1.9,3.8,7.45,0,8.3,2,1,3,0.46
308,92,3,1.6,2.0,8.34,1,9.0,0,1,3,0.53
275,82,3,4.9,4.1,7.61,0,8.4,0,3,7,0.32
261,83,2,1.2,4.4,7.35,0,6.1,0,4,1,0.13
319,83,5,2.9,3.4,8.91,1,6.3,2,1,5,0.6
313,107,1,2.7,4.7,7.19,1,6.9,0,2,4,0.49
289,86,4,2.4,4.1,7.52,0,8.0,0,5,3,0.37
297,105,1,4.1,3.4,7.47,1,7.3,3,1,7,0.53
287,90,1,4.0,4.6,9.48,1,8.7,1,0,7,0.49
284,103,5,4.6,3.4,6.68,0,5.7,4,2,5,0.37
269,89,4,2.6,3.1,7.53,0,6.4,4,1,7,0.32
319,116,4,3.3,2.4,9.55,0,6.3,3,0,2,0.75
301,92,3,4.6,4.5,6.06,0,8.1,0,3,7,0.27
299,118,2,5.0,1.5,9.79,1,7.1,1,0,3,0.63
336,98,5,4.9,2.9,9.6,1,5.6,3,4,5,0.82
301,98,4,3.9,3.1,7.67,1,8.2,1,5,5,0.43
306,91,5,1.6,3.2,8.61,0,6.8,2,4,6,0.54
296,101,3,1.1,3.6,9.96,1,6.4,1,3,4,0.68
339,116,1,4.3,3.0,8.22,0,6.1,3,3,3,0.72
281,109,4,4.4,2.0,6.39,1,8.8,4,3,1,0.29
316,91,3,4.0,4.4,9.41,0,8.8,2,0,4,0.64
286,108,5,2.1,3.6,6.54,0,5.8,1,0,1,0.35
300,100,3,3.6,4.4,7.03,0,6.3,4,3,1,0.34
339,90,3,2.3,2.1,9.49,1,7.8,1,0,5,0.81
293,116,3,2.8,3.5,7.02,0,7.8,1,4,1,0.44
291,97,3,2.5,3.9,8.98,0,7.0,0,1,1,0.43
325,106,3,4.7,2.5,7.79,0,7.5,4,2,4,0.51
271,116,3,1.9,4.2,9.04,1,8.0,2,3,3,0.55
299,91,2,3.3,1.0,6.93,0,8.8,2,4,4,0.3
332,102,5,2.4,3.4,7.68,1,8.0,2,0,5,0.66
335,113,1,3.7,3.5,7.27,0,5.9,1,2,3,0.58
332,117,5,3.3,3.1,7.0,0,8.0,4,3,4,0.56
269,102,4,4.7,3.5,7.26,1,5.7,2,0,3,0.32
307,104,4,1.4,1.7,7.29,1,7.3,2,0,2,0.44
279,83,5,1.9,3.7,9.82,0,7.3,1,2,4,0.45
298,109,3,4.1,2.3,8.13,1,8.2,3,0,6,0.56
319,109,2,2.5,2.8,7.85,1,5.5,2,2,6,0.63
325,92,1,1.7,2.3,8.01,0,8.6,4,4,7,0.56
324,93,3,3.0,2.9,9.98,1,7.8,2,3,7,0.78
310,87,5,3.6,3.5,8.61,0,5.6,1,0,3,0.41
295,103,5,1.2,4.4,8.81,1,6.1,3,1,1,0.61
283,97,2,2.2,2.9,7.25,1,5.6,3,2,2,0.25
286,114,2,4.2,2.3,7.89,1,8.2,4,4,1,0.46
261,104,5,3.1,3.0,6.74,1,6.1,3,5,2,0.23
290,96,3,1.1,3.8,8.74,1,5.7,2,1,6,0.54
316,111,3,2.1,2.4,7.38,1,6.0,0,3,5,0.52
337,103,3,3.6,2.7,8.99,0,7.5,1,4,3,0.77
325,86,1,1.8,3.3,6.85,0,7.2,2,2,2,0.34
288,92,1,4.3,2.2,7.61,1,6.4,2,4,3,0.36
274,106,3,3.7,1.8,7.88,1,8.8,1,5,5,0.4
271,84,5,2.9,1.6,6.67,1,8.5,1,4,2,0.26
287,115,2,4.7,2.4,6.28,1,6.6,2,4,3,0.31
283,105,4,2.6,1.2,7.27,1,7.2,3,3,6,0.34
280,110,2,1.9,3.3,8.18,0,7.3,4,1,4,0.51
269,89,2,3.6,1.7,8.61,1,8.1,2,4,3,0.29
337,105,4,3.3,2.5,7.7,0,7.0,0,0,3,0.63
277,101,3,2.3,2.1,8.0,0,7.4,2,4,3,0.44
273,91,2,2.4,3.5,8.17,1,6.9,0,4,1,0.29
293,111,4,2.6,4.4,8.05,0,8.2,2,3,2,0.51
317,106,5,2.2,3.5,6.36,0,7.4,2,3,3,0.49
335,112,5,3.8,3.2,7.62,0,8.4,0,3,5,0.7
281,99,5,3.6,3.7,6.82,0,5.7,4,5,3,0.37
329,118,3,2.8,1.1,8.13,1,8.7,0,3,3,0.75
295,120,2,2.6,1.5,9.03,1,8.4,4,4,4,0.63
304,119,2,2.5,1.4,8.32,0,8.4,4,4,4,0.64
295,92,1,2.1,1.4,6.89,1,6.0,0,2,4,0.32
281,93,5,1.3,2.0,6.83,1,6.4,1,3,1,0.28
337,119,3,2.1,3.1,6.15,0,8.9,0,2,5,0.61
339,101,4,2.3,1.5,7.71,1,8.8,1,1,2,0.67
320,97,3,3.2,4.7,7.73,1,6.3,2,3,5,0.52
315,108,2,4.1,4.4,6.95,0,7.0,1,5,7,0.58
292,95,5,2.6,4.9,9.06,1,6.0,3,5,4,0.61
304,114,1,4.8,1.2,7.55,1,6.4,2,1,5,0.52
295,113,3,4.3,4.4,8.68,1,6.1,2,5,1,0.64
279,82,1,4.9,4.2,8.56,0,5.8,1,0,7,0.35
277,83,2,4.5,4.6,8.42,1,7.5,1,4,3,0.35
297,84,4,3.5,3.1,9.63,1,6.3,3,4,4,0.53
326,89,3,3.4,4.2,6.06,1,9.0,2,2,2,0.4
282,108,2,1.5,1.2,6.27,1,7.3,1,4,7,0.34
275,111,5,3.9,1.3,8.89,0,6.8,0,1,1,0.5
318,110,3,3.4,1.5,7.41,0,8.7,4,4,5,0.46
328,81,1,3.0,4.7,9.95,0,7.7,4,3,7,0.64
327,91,3,3.8,1.2,6.87,0,5.9,1,0,2,0.4
280,106,2,2.8,1.4,6.73,0,7.2,3,2,2,0.21
337,84,2,3.1,4.7,8.35,0,7.0,1,2,4,0.59
337,116,1,2.6,1.4,7.12,0,8.2,3,2,3,0.59
329,106,2,3.9,4.5,7.36,1,7.9,2,3,1,0.47
271,102,3,4.5,4.2,9.68,0,6.8,0,4,7,0.57
275,112,1,4.4,1.2,6.1,0,7.1,2,3,5,0.32
340,83,2,4.1,1.1,8.13,1,7.3,0,1,5,0.58
273,100,2,1.1,3.1,7.34,0,7.0,3,5,1,0.2
320,103,3,4.6,5.0,7.38,0,5.9,1,4,7,0.49
330,110,2,2.1,4.5,6.99,1,8.7,1,3,1,0.49
305,103,3,4.6,2.2,6.54,1,7.9,1,1,7,0.43
291,89,5,1.8,2.5,6.14,1,7.1,1,1,7,0.39
274,81,3,2.8,2.6,9.95,0,7.5,2,3,2,0.39
303,110,4,4.0,3.9,8.64,1,6.2,2,3,6,0.61
276,104,2,3.6,2.4,9.11,0,7.4,3,0,6,0.48
300,83,5,2.7,1.6,6.26,1,8.1,0,3,7,0.38
313,90,1,3.7,4.0,6.06,1,7.4,0,2,3,0.33
303,96,4,3.2,2.8,8.4,0,7.2,0,4,3,0.5
264,81,1,2.1,1.3,8.9,1,7.1,1,1,4,0.29
286,85,4,3.6,4.2,7.58,0,8.2,2,2,6,0.35
337,88,5,1.8,3.3,7.55,1,8.1,4,5,5,0.6
338,84,5,3.8,3.0,7.54,0,8.1,4,2,5,0.54
302,99,5,1.0,3.7,6.61,0,6.4,1,1,6,0.43
290,108,4,3.2,3.0,9.02,1,7.7,4,5,6,0.62
276,100,3,2.6,3.6,6.86,0,8.2,0,4,1,0.21
313,88,1,2.2,4.5,7.3,1,7.5,0,0,6,0.42
321,107,3,3.1,3.5,8.69,0,8.2,3,0,4,0.67
291,87,3,3.6,3.6,6.0,0,8.5,1,5,3,0.17
299,110,2,4.9,3.5,9.07,1,6.1,3,2,7,0.69
272,99,1,4.3,3.1,9.6,1,6.6,0,2,6,0.55
294,106,4,3.9,1.7,6.21,1,7.6,2,3,3,0.38
264,87,2,2.9,2.3,8.37,1,6.5,1,0,3,0.27
332,100,2,2.6,3.8,7.63,0,8.8,3,0,7,0.61
288,107,5,1.1,2.7,6.31,0,6.2,3,4,4,0.36
329,102,4,2.4,2.6,8.73,1,6.7,0,3,4,0.71
284,85,3,4.4,4.0,8.45,0,9.0,3,1,1,0.39
281,82,3,2.5,1.0,8.57,1,6.2,0,1,2,0.3
325,84,3,2.8,3.7,9.25,0,7.1,2,4,4,0.6
304,88,5,2.1,3.0,7.15,1,6.6,3,1,3,0.38
328,86,3,2.1,2.5,8.71,0,8.3,0,0,4,0.52
331,83,1,1.2,2.4,8.97,0,6.6,0,2,2,0.48
260,118,3,3.5,1.7,6.68,0,6.1,2,3,4,0.34
303,84,3,2.8,2.3,9.83,1,8.8,3,1,3,0.51
334,90,1,3.4,2.6,7.36,0,6.6,2,1,1,0.45
298,94,5,3.2,2.7,8.85,1,8.1,2,1,4,0.57
313,113,2,4.2,3.7,9.02,0,6.5,2,1,3,0.62
334,92,4,4.0,2.8,8.02,0,6.1,3,2,4,0.62
288,86,5,4.1,4.2,6.51,0,8.3,4,2,1,0.17
313,119,3,3.0,3.6,7.1,0,5.7,0,5,7,0.58
275,85,2,2.4,1.8,6.94,1,6.7,0,4,5,0.19
279,118,4,4.7,2.1,8.07,1,8.2,2,0,3,0.55
305,109,4,1.2,1.3,7.05,0,7.3,2,1,3,0.52
326,101,4,1.6,4.8,8.19,1,7.9,4,4,4,0.65
324,104,1,2.7,4.5,7.15,1,5.7,1,0,5,0.64
317,107,1,3.5,1.3,6.0,0,8.1,0,2,7,0.45
312,99,2,1.0,3.3,7.45,0,6.1,1,1,3,0.47
260,118,3,3.9,4.8,8.43,0,8.3,2,2,3,0.47
340,82,2,3.2,4.0,9.09,0,7.5,0,5,5,0.6
325,84,3,2.9,3.0,6.11,1,8.1,0,1,4,0.38
288,80,5,2.7,2.0,7.03,0,6.2,2,2,6,0.26
329,94,4,3.1,2.1,9.94,0,6.9,1,4,3,0.67
267,105,4,1.6,3.9,7.05,1,8.3,1,4,3,0.36
288,82,1,1.4,4.1,9.11,0,8.7,3,2,1,0.32
310,119,5,2.2,3.1,8.04,0,6.3,3,2,2,0.63
292,120,5,3.8,1.5,6.49,1,8.3,4,3,3,0.54
262,113,3,3.4,4.7,8.57,1,5.9,4,1,3,0.38
319,84,5,2.9,4.4,9.87,0,7.0,1,3,6,0.7
294,110,1,3.3,1.6,9.55,1,8.8,2,2,3,0.62
328,92,3,3.2,1.2,8.76,0,8.8,1,4,6,0.63
335,80,2,2.2,3.1,8.05,1,6.5,0,1,1,0.49
279,101,3,1.4,2.1,7.28,1,6.2,3,4,5,0.38
332,94,2,4.6,2.1,7.43,0,6.0,3,2,2,0.51
298,105,3,3.4,1.3,7.38,0,7.2,1,3,1,0.36
263,97,4,3.8,4.8,9.69,0,5.8,0,1,2,0.46
278,88,2,2.9,4.3,6.85,0,6.7,1,5,4,0.17
304,80,1,4.0,1.5,7.51,1,5.6,1,3,3,0.42
302,88,2,3.3,4.5,7.73,0,6.4,1,1,5,0.39
272,102,2,1.2,3.7,7.64,0,8.7,0,5,2,0.31
272,81,3,4.6,2.3,6.02,0,7.1,3,5,6,0.2
319,93,4,2.2,4.5,7.08,1,5.8,2,4,6,0.48
316,117,3,1.6,3.4,7.99,0,7.8,4,0,3,0.62
311,119,3,1.4,4.4,9.04,1,8.8,0,1,7,0.72
312,97,4,3.9,2.9,8.28,0,7.1,3,2,7,0.55
302,95,3,3.8,3.0,7.54,1,7.7,1,1,5,0.4
331,108,4,3.8,2.2,8.66,1,8.7,2,5,3,0.76
331,90,1,4.7,2.6,8.66,1,7.0,4,2,6,0.65
301,85,4,2.4,3.3,6.99,1,7.8,4,0,3,0.33
285,82,5,3.2,4.8,6.42,1,7.0,0,0,5,0.24
282,93,4,3.5,3.4,9.21,0,8.9,1,4,3,0.5
302,81,4,4.9,1.6,8.12,1,7.3,1,4,6,0.46
336,111,5,2.2,1.0,6.71,1,8.6,2,0,4,0.6
287,110,4,4.8,4.4,7.05,1,7.3,4,1,1,0.45
268,90,2,1.6,2.5,9.07,0,7.8,0,5,2,0.33
279,101,3,4.1,2.3,8.61,0,6.9,1,1,7,0.52
315,82,3,3.5,4.2,9.78,1,8.7,4,4,5,0.63
298,110,1,4.3,4.8,7.86,0,7.8,4,1,1,0.53
310,112,1,1.1,4.0,6.21,0,5.6,3,1,2,0.38
271,103,5,1.3,1.7,8.8,0,5.6,2,1,5,0.4
338,80,2,1.3,2.6,7.02,0,7.9,1,1,5,0.43
314,94,1,3.4,4.0,7.3,0,5.9,3,2,4,0.43
337,116,3,3.4,4.6,6.79,0,8.0,2,4,5,0.65
270,106,1,4.6,5.0,7.24,0,6.6,3,0,4,0.33
285,117,1,2.9,3.0,9.32,1,7.4,1,0,2,0.57
301,106,4,1.3,4.3,8.31,0,6.1,0,2,3,0.6
286,91,1,1.8,1.2,6.44,1,6.4,3,4,6,0.31
270,82,5,1.0,2.1,8.35,1,7.0,3,5,4,0.35
297,109,3,4.1,2.5,8.53,0,7.8,4,2,3,0.52
302,111,5,4.3,4.9,9.54,0,6.0,1,4,3,0.76
278,102,5,5.0,1.0,9.44,0,6.5,3,2,5,0.59
323,81,2,2.6,2.2,6.25,0,6.2,0,1,1,0.25
265,86,4,1.1,4.7,9.47,1,8.5,3,2,3,0.46
305,113,5,1.9,2.2,6.2,0,7.8,2,2,7,0.5
301,111,2,3.4,1.9,6.62,1,7.1,0,3,1,0.46
324,118,3,4.8,3.9,6.45,0,8.8,0,4,4,0.51
331,111,3,1.4,4.0,6.73,0,8.1,3,1,7,0.59
318,93,2,1.5,2.9,9.21,1,8.8,3,2,3,0.67
311,82,5,3.8,4.8,8.74,1,7.6,4,1,7,0.55
306,111,5,3.7,1.8,8.75,1,6.0,1,5,3,0.65
266,115,4,2.0,4.7,9.69,0,7.9,4,4,3,0.45
270,96,4,4.3,4.0,7.57,1,6.2,2,0,1,0.32
320,82,3,1.5,2.5,6.01,1,6.7,1,3,4,0.37
327,89,4,4.7,4.2,8.56,1,7.3,4,3,1,0.54
284,119,2,1.8,1.5,9.47,0,6.1,4,4,2,0.61
271,97,3,1.3,1.5,9.91,1,5.6,3,3,7,0.54
285,82,5,2.4,4.7,7.46,1,6.6,4,0,2,0.24
271,118,3,1.8,1.4,9.29,0,8.4,3,1,6,0.58
302,89,1,3.1,1.0,9.4,1,5.6,0,2,5,0.53
310,88,3,3.7,2.6,6.58,1,5.9,1,4,3,0.36
296,90,4,3.0,1.4,8.53,1,8.3,3,5,2,0.45
305,112,2,3.6,4.5,6.69,1,6.6,4,5,2,0.5
312,115,5,2.5,4.7,7.79,0,8.8,3,4,6,0.62
339,105,5,1.1,2.9,9.52,1,6.8,0,3,1,0.79
272,106,4,4.9,2.7,9.16,0,8.3,2,2,4,0.51
313,117,4,4.3,3.2,8.28,1,6.4,2,3,3,0.67
316,101,4,1.3,1.9,9.23,0,5.7,0,3,3,0.63
263,105,1,2.8,2.2,6.61,0,8.6,4,1,5,0.23
334,101,2,3.5,1.4,6.78,0,8.7,1,1,4,0.53
308,84,1,1.8,2.8,6.84,0,8.0,1,3,3,0.33
266,114,4,3.3,3.4,9.1,1,8.2,3,0,1,0.42
270,81,2,3.1,4.7,9.56,0,5.5,2,4,3,0.37
313,114,4,1.8,4.0,8.25,0,8.1,0,5,2,0.59
304,88,2,1.6,3.9,9.83,1,7.2,4,0,3,0.62
282,97,5,4.0,2.2,8.91,0,7.1,0,4,2,0.5
287,91,1,2.3,4.6,8.25,1,7.4,2,2,4,0.43
316,82,4,2.0,4.8,8.45,0,6.4,0,2,7,0.51
285,97,4,4.0,4.7,9.4,1,7.9,0,0,2,0.47
284,117,3,3.9,1.2,6.36,1,6.5,0,3,4,0.45
313,86,5,2.1,3.4,6.67,0,7.5,3,5,7,0.46
288,112,4,4.5,3.6,7.07,1,6.0,4,3,6,0.4
295,85,1,3.8,2.2,9.58,0,7.9,1,2,7,0.57
273,97,5,2.4,5.0,9.78,0,6.2,4,3,5,0.55
337,101,4,2.7,2.2,7.42,0,6.1,2,1,7,0.65
294,118,1,3.9,1.9,9.7,1,5.6,1,2,2,0.63
289,88,3,1.8,2.9,8.19,1,5.9,3,4,4,0.45
276,114,3,2.9,2.3,7.89,0,6.3,1,5,1,0.39
326,102,1,3.6,4.7,9.33,1,6.3,1,4,4,0.68
339,91,5,3.2,2.8,8.18,1,6.6,1,3,5,0.58
289,103,1,3.4,2.6,7.82,0,5.7,0,4,2,0.35
304,119,1,3.2,3.5,6.06,1,8.8,2,4,1,0.36
338,88,3,1.8,1.3,6.05,1,5.9,3,0,4,0.35
310,92,3,2.6,4.0,8.51,0,8.0,2,0,2,0.55
306,119,3,3.1,4.1,6.29,0,7.4,0,4,5,0.47
312,96,4,4.1,2.9,8.95,1,7.4,3,2,3,0.55
323,86,4,3.6,4.8,8.49,1,5.9,0,5,6,0.56
297,96,2,2.7,3.3,7.83,1,6.4,3,4,5,0.43
323,103,4,4.9,3.8,8.84,0,8.2,3,5,5,0.66
266,81,5,1.4,4.7,9.97,1,7.1,4,1,2,0.46
281,114,5,1.8,3.7,6.99,1,7.1,0,2,2,0.41
340,107,3,2.4,2.7,8.23,1,7.4,2,5,6,0.75
300,98,1,1.9,1.1,9.37,0,7.0,0,1,4,0.54
333,112,3,3.5,3.9,6.07,1,8.3,0,5,1,0.55
269,100,1,1.2,4.9,6.81,1,8.1,0,1,5,0.32
316,89,3,1.7,2.9,8.08,0,6.6,4,3,7,0.52
266,88,3,2.2,2.4,8.21,1,8.3,4,0,2,0.25
309,117,5,3.7,3.1,6.35,1,7.3,4,3,7,0.56
311,85,1,4.5,3.9,7.63,0,7.7,4,5,2,0.23
292,114,2,4.2,1.0,8.08,1,8.5,0,1,5,0.57
260,97,2,1.7,4.5,7.69,1,7.2,2,3,4,0.23
312,98,3,3.3,4.5,8.8,0,8.1,1,3,2,0.54
319,84,3,1.1,3.2,9.09,1,7.7,0,2,3,0.59
293,104,5,2.2,1.5,7.84,1,7.0,2,3,3,0.48
263,90,1,4.2,3.7,7.7,1,8.3,1,2,1,0.19
276,89,3,2.8,1.6,8.82,1,5.9,1,3,7,0.47
263,96,2,1.6,3.0,8.22,1,7.5,4,5,4,0.31
302,115,1,2.8,1.4,9.48,1,5.7,1,3,7,0.77
263,105,3,1.8,3.4,7.92,0,6.0,2,1,5,0.39
260,110,1,2.6,2.3,8.3,0,7.6,4,1,7,0.43
330,111,5,3.0,4.3,6.52,0,6.6,0,4,5,0.55
309,100,2,2.4,4.2,9.34,0,6.4,0,4,5,0.65
332,97,1,4.7,5.0,7.69,1,8.8,4,2,3,0.52
320,97,2,3.3,2.0,8.88,0,6.8,4,1,5,0.61
294,80,3,4.4,1.2,7.72,0,7.5,1,4,6,0.24
267,93,4,4.0,2.8,6.0,0,7.4,1,5,1,0.16
283,87,1,3.6,1.3,7.6,0,5.7,2,3,3,0.34
295,81,2,3.0,1.7,6.59,1,7.9,4,1,2,0.24
309,94,1,1.0,3.4,7.59,1,7.3,0,5,4,0.38
302,113,3,3.5,3.4,7.29,1,6.8,2,5,6,0.54
286,115,3,2.4,1.2,6.81,0,5.7,0,3,2,0.38
291,80,2,1.5,2.8,6.5,0,6.5,0,3,2,0.17
337,100,5,2.8,3.1,8.91,0,8.6,2,5,4,0.83
277,80,1,3.9,2.1,9.02,0,6.1,0,2,4,0.32
287,111,1,4.8,4.5,7.06,1,6.3,4,1,5,0.4
288,99,3,2.5,1.6,7.98,1,6.2,4,3,5,0.47
275,115,1,3.2,2.0,7.86,0,8.6,2,2,1,0.37
306,118,2,4.4,1.6,7.42,1,7.9,0,0,4,0.54
318,109,4,2.3,1.5,7.11,0,8.6,0,0,7,0.51
290,86,3,1.6,4.5,6.74,0,8.7,1,3,4,0.29
263,101,4,2.1,2.1,9.49,1,8.7,3,3,7,0.5
296,89,1,4.6,3.9,9.33,1,7.2,2,0,2,0.44
276,87,5,1.6,2.7,7.67,0,7.2,0,4,7,0.32
298,106,2,2.3,3.5,8.88,0,8.4,2,2,5,0.51
307,89,1,2.9,4.7,7.99,1,6.7,1,3,1,0.43
305,93,2,4.4,4.4,6.34,1,5.6,2,0,5,0.37
307,90,1,4.8,1.3,9.29,0,6.7,4,0,4,0.54
298,85,1,2.7,4.4,6.88,0,8.0,0,0,1,0.26
263,100,1,4.7,2.8,8.83,1,5.9,1,0,5,0.43
289,112,3,1.6,2.4,8.11,1,8.2,4,0,2,0.53
289,98,4,1.6,3.7,8.76,0,8.4,3,0,5,0.58
281,118,5,4.8,4.8,7.88,1,5.9,3,3,5,0.6
334,103,4,3.0,1.4,8.81,0,5.8,2,5,1,0.68
325,97,4,1.7,4.1,6.13,1,6.2,0,5,6,0.44
271,114,2,3.0,1.8,6.16,0,6.7,3,2,1,0.17
295,116,3,4.1,2.5,9.59,1,7.4,1,0,3,0.62
277,98,3,4.3,4.5,9.0,0,7.2,0,0,6,0.52
312,103,1,4.5,3.2,9.31,1,8.5,1,5,4,0.63
330,113,4,3.3,1.3,7.83,0,6.0,1,0,2,0.65
260,101,5,4.5,3.0,7.84,1,7.9,1,0,5,0.34
317,83,2,3.0,4.2,8.14,1,7.4,3,0,1,0.53
265,89,3,3.4,3.1,6.97,1,8.1,2,1,5,0.16
329,81,1,4.0,1.7,8.93,1,6.7,3,1,6,0.6
303,87,5,2.7,2.8,9.32,1,7.1,3,0,6,0.59
331,112,4,1.3,4.7,9.63,1,5.6,2,0,7,0.88
283,117,5,2.4,3.6,8.07,0,5.9,4,4,5,0.53
278,107,3,3.5,3.9,7.66,0,6.8,1,4,5,0.38
277,89,2,1.8,4.1,9.32,0,7.2,4,2,5,0.39
289,80,4,1.6,1.4,9.01,1,5.8,1,1,2,0.5
301,113,2,2.2,3.3,9.47,0,8.4,4,3,6,0.67
292,82,5,1.1,2.5,8.62,1,8.8,1,2,2,0.44
333,88,5,4.0,1.6,9.53,0,7.6,2,2,6,0.66
271,84,1,2.0,1.8,6.36,0,5.7,2,0,2,0.0
286,89,4,1.5,4.1,8.72,1,8.1,2,0,7,0.47
298,91,5,3.8,1.6,6.36,1,6.3,0,3,6,0.4
268,97,3,4.4,2.2,9.0,1,8.1,1,4,2,0.41
280,100,3,1.1,2.1,8.51,1,7.0,2,0,7,0.48
335,100,2,1.9,1.2,6.06,1,5.7,4,1,6,0.52
288,80,3,4.8,2.8,8.4,1,6.5,0,3,3,0.34
292,82,5,2.5,4.1,6.59,0,7.0,0,5,1,0.28
321,84,3,4.8,1.1,6.57,1,8.1,2,3,4,0.44
274,104,4,2.1,1.5,6.6,1,6.0,3,0,7,0.34
261,87,2,1.9,3.9,7.94,0,6.5,2,3,4,0.2
311,96,4,1.9,3.4,6.46,0,5.8,3,4,1,0.35
303,88,5,1.3,3.9,6.5,0,7.7,2,0,4,0.35
313,111,5,4.6,1.9,7.02,0,7.2,1,4,3,0.51
277,85,3,4.9,4.2,6.0,0,8.8,4,4,1,0.14
262,119,1,4.8,2.9,7.1,0,8.1,3,5,4,0.34
266,100,1,4.4,3.4,8.47,0,8.2,3,1,7,0.44
302,86,5,4.4,1.4,8.41,0,6.1,0,0,5,0.44
297,86,5,3.6,1.8,9.88,0,6.4,3,1,6,0.57
296,118,2,4.3,4.1,6.48,1,7.3,1,1,3,0.46
317,106,5,1.8,1.9,9.46,1,5.5,4,3,4,0.75
292,87,5,2.6,1.4,7.56,1,8.5,3,2,6,0.41
318,88,2,3.6,3.4,7.55,1,8.2,0,0,3,0.43
270,107,4,4.5,3.2,7.4,0,5.7,4,4,6,0.39
327,94,4,3.6,3.4,6.5,0,8.5,3,5,1,0.46
327,81,2,4.4,3.5,7.91,0,5.5,1,3,1,0.34
281,86,2,2.9,3.0,9.15,0,5.9,1,1,1,0.36
325,97,4,3.9,3.0,9.5,1,5.7,4,5,4,0.72
303,101,4,4.9,4.7,9.85,0,7.2,0,1,2,0.59
265,89,4,1.6,3.1,9.14,1,8.2,1,0,3,0.39
301,112,4,4.7,3.5,8.49,1,6.1,2,3,6,0.59
284,86,3,3.1,2.1,7.99,1,8.2,2,5,4,0.34
316,82,2,3.6,4.5,9.5,1,6.1,3,5,3,0.56
314,93,1,4.5,1.1,8.96,1,9.0,1,4,5,0.59
